well,eval_span,n_eval,floor,v2_base,v2_dz,v2_dz_g3s15,v2_dz_g3s25,v2_dz_g15s15,v2_spread2_dz,v2_spread8_dz,v2_N300_dz,seedens_best,beam_cons
ea41324e,20.539999999999054,4992,5.20548950951337,2.7164684989247987,2.578567202755792,2.589741234442836,2.5695715943492887,2.2538515354059907,4.316380710097577,15.71780057752806,2.536946332756233,2.3493780538715527,5.091340790171953
eabc711b,37.1399999999976,5339,11.761757868409164,17.14934150183912,16.028606878457435,17.88666081508763,17.256992582820082,16.230822633498512,15.900965766792535,32.11595335985661,17.710949417642688,13.977597849184182,10.923585306942016
eac10e86,17.600000000000364,5476,3.55352335982288,7.854727553204844,3.02671881038238,3.4296981541223888,3.0082416654456994,3.032467658955005,3.0717953053021203,2.6032938423652694,2.7164096900515022,2.713747506347578,3.6893186988457654
eafb863e,44.779999999998836,3881,20.354787855998943,8.234774806217594,25.140218564921046,22.635282818859707,28.742801272861946,28.77302608838352,25.02268070790204,28.977054305660193,25.077359119555936,24.799737503202028,22.238948887405133
eb06a4e7,30.459999999999127,4657,10.195238402581134,12.129725704644613,7.375083705298149,7.674566086346268,12.554594667155191,13.073201162118297,7.93756502827817,13.430155893260405,12.852529132307737,7.608640967772268,9.14364322604181
eb640a35,31.019999999998618,5681,11.33879230711879,9.203973775277682,9.639582178359216,9.612737236006392,16.172117383956174,9.635356808458253,9.29159713881606,12.03967501465497,11.060935272802558,8.452263648029286,15.931169091382204
eb934281,10.1299999999992,5703,2.952348090845212,5.708771163874706,2.792948271303544,4.976483299707848,5.142387746846682,4.285890819359498,2.836044467212824,2.869221623594217,4.326965780822335,3.5759601877780436,4.002559375395461
eba6605e,26.599999999998545,4175,9.153304890538841,1.682532741837222,14.518938428000117,14.08244880234985,14.080541508260414,13.690455259718325,14.521047350604599,13.684847842988408,14.784330764443085,14.533454468981295,12.147344822122642
ebe69318,18.23999999999978,4904,4.985068735505473,5.470167163312855,20.823560507916152,20.773005490876645,20.95001827538461,19.62330700460195,20.783725435126655,12.740887573198428,20.819571897273956,19.05398604374122,5.185137403969591
ec0d597b,44.279999999998836,4710,16.191014232888058,7.47244871702732,7.013099589663666,16.59494388908078,16.445641696027344,16.44575496569545,16.814888494408237,16.8789174857314,16.414464497341637,14.011490591630952,14.59996459583292
ec13af42,29.609999999998763,5374,9.31220273014829,9.226553719442787,5.8494252827612065,5.826166811264484,14.504936007017783,12.478586838669054,18.676398843233116,19.50656833184187,18.698695020550584,5.608003667220927,9.269064554870871
ecdab904,27.55999999999949,5968,14.645875549448458,24.641740616449898,8.343986633650282,23.52589821115345,23.723631058144022,20.931182237072868,23.691523789886404,21.152108026297466,23.736331105796797,17.289674006038172,14.237081653250945
ecdaf714,28.230000000001382,6015,17.21212171547957,17.522690714759143,20.264515408565504,20.472968715784496,20.493453813867262,20.134129316643577,20.29652029705766,33.93647369472882,20.23469824518518,20.685300219153845,16.510455104688695
