well,n_eval,floor,pfx2,pfx2_proj,gs,spread_mean,spread_p90,end_spread,lw_shift
9ad5410a,4197,8.513042951020218,6.900013882973282,6.553919724437463,18.610490421835824,0.005942838471201681,0.005635478582503364,0.0002954185287582742,1.270959614761976
9d4272e3,4213,16.170932715659895,15.329904859448765,15.799071681061948,15.254329033461774,0.7007379695329407,2.5127265825388094,0.14465156318255273,2.9838962408897007
9d5e14d4,4792,17.06587659783711,12.2132536635457,11.662620064370957,10.0,0.058704420641655944,0.13489757250125473,0.0024627028136671174,0.14949100988401096
9da441ba,5317,12.599654522074413,20.042523396672816,19.823004180202336,12.582789608696338,0.00209320372136462,0.005539632872077828,0.0012476069216864547,0.4114096485854542
9def2eb2,5658,7.965359224709269,22.732008542278408,22.394148353576167,12.536293718844101,4.408260363549441e-35,1.6522542760300522e-34,4.49515981662472e-37,6.536080216862056
9e3e364d,4241,4.40610991669207,4.752574255200066,4.725725026956927,13.703217190381844,0.10161089683002117,0.2443382693376428,0.3396999893548287,0.1934983470480594
9ffce529,4873,9.670712888372892,2.6704906320938466,2.586682463116012,18.85086594887055,0.10150560562269,0.2690560666633339,0.07129325811270695,2.849791215708463
a056d01e,6053,8.943974376497733,12.013358607855155,12.648811370261896,11.651181034097194,6.072968250116887e-56,1.8405494328658487e-55,1.0495496777959563e-58,5.288084189100093
a15bc102,3741,7.751404029030854,5.308491421192187,5.302357207624436,13.948821111702062,0.09168726911762812,0.25308544780239944,0.4544316601737057,0.12735603792528102
a3f71395,5139,11.813877992119545,5.484228480043425,6.046561559440191,11.299719409915756,3.071507068928251e-05,7.398089936991604e-05,3.053016724214264e-05,6.535533957027308
a612d5a0,5227,15.456307856472803,6.046791785321855,6.619151690473059,15.670321379269271,5.311687505291052e-10,1.6526716735760693e-09,5.750411372793464e-12,4.202082923657706
a6ed2eff,5149,8.757111011105414,8.280941955999934,8.164018326930856,11.748674908299265,0.27892934575377926,0.7426035905407923,1.1086808407200013,0.29034658202085956
a85bb86f,3723,5.047310530755505,36.96656976206961,36.687757927083005,21.89666233527511,0.0020275591157852034,0.00451799432364759,0.00042678666994725855,8.744624673012847
a8ed028a,5336,16.864392265932707,14.846110785407115,15.035411336159193,10.70114392976351,9.752091413994125e-14,1.7134272145111266e-13,2.2164948671314764e-14,1.4525841289714219
a9c9b150,4253,1.4616781564875685,1.7873998106991065,1.810199177158775,18.788527182105806,0.15350570759966792,0.37386500218721563,0.3190655151620554,1.9854236710667228
aaaf3c03,3451,14.738097863340325,16.40776146053113,15.247594935605958,15.795160945146433,0.38509651478767615,1.383011376820953,0.2653317436452437,2.25762671469744
ab112491,5240,28.634182848556925,28.29610707876587,28.860623432488907,14.727430411840237,0.0444593329446358,0.136120264378534,0.027061307353571252,0.8210632139526998
abf460d2,3477,5.913629154634388,21.505368922804276,21.386725035468547,11.676025135988345,0.05363689050063365,0.11758463793771945,0.0408893393297943,0.22655724500044963
ad2133a8,5247,19.600076282509242,14.766996582931013,14.506942711799505,19.369596459282665,8.427200159284722e-20,4.910533501887526e-19,4.964062732257717e-19,0.8929367057597061
add9c322,4029,12.857051576064004,31.656435897518907,31.03193210666234,12.02014968937478,0.8638287954779689,1.616799113425512,1.4210666588407965,5.769738642955065
ae0784a8,6695,7.378880097019108,8.665002392538304,8.207222797864278,10.0,0.0,0.0,0.0,8.816487469998442
ae35f33a,4722,5.914339894811472,14.639866388477051,14.737069849344586,15.169250876032283,0.007791091782552143,0.01615495004173802,0.0023790344846514335,1.1068241425874459
ae8959c3,4851,18.629817442991836,15.33038987181861,15.095408822456564,10.0,0.005848390585891283,0.00707194336823479,0.0007132040313570948,0.08750347270924852
aff4e561,5638,8.781855290990194,9.19124849593907,9.343596404201048,14.599331062840921,8.413908382447339e-36,2.21533684988223e-35,1.402431793649256e-35,6.020348730314882
b0f53bf4,3067,9.753236473859083,8.777397069514672,8.333329420665775,13.921139892242376,0.2689436749025122,0.7703362236901421,0.7872663871612838,0.18627103790166305
b19b0395,5253,8.503780801013155,8.382182899469537,7.6607630724278675,10.444025639088233,0.15599308654557756,0.33430575480619057,1.139894283408302,1.002292362238536
b32902c0,4188,6.630233558418023,9.056155886895661,9.047503168473003,13.12972835363535,0.16169885320020194,0.23829256520000366,0.02132316243529912,0.14929797308042514
b37fd114,7144,31.29121971104792,16.603036656917695,16.24306842076811,13.827974577960452,2.3981715686346954e-05,7.943479890261702e-05,5.651135889134639e-06,0.5569277903387441
